note_key,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08,2026-09
n25ddce57423a,0,0,0,0,0,0,0,532,2240,73,6
ne6d076bdd8f2,0,0,0,0,0,0,0,123,276,97,17
nac6e23f3c311,0,0,0,0,0,0,0,94,143,19,3
na16f31732af0,0,0,0,0,0,0,0,1572,2520,79,20
n87ed7ac2b70b,0,0,0,0,0,0,0,103,138,97,20
n2239d6d8e0ce,0,0,0,0,0,0,0,314,1264,816,193
n4992e2b12d9f,0,0,0,0,0,0,0,226,617,46,11
nce409c61ed07,0,0,0,0,0,0,0,246,366,27,16
n7804f7a4b765,0,0,0,0,0,0,0,237,343,69,6
nc60f655c413b,0,0,0,0,0,0,0,423,287,100,2
n676a47afaace,0,0,0,0,0,0,0,650,500,208,11
nacb9878c2dde,0,0,0,0,0,0,0,348,242,54,6
n02efd2bdb4b3,0,0,0,0,0,0,0,721,945,94,16
n52d2708230bf,0,0,0,0,0,0,0,2248,657,98,24
n8cee7e8d3717,0,0,0,0,0,0,0,235,105,37,8
ne815e4ca30ae,0,0,0,0,0,0,0,949,97,42,5
n8b2c73ed8f7d,0,0,0,0,0,0,0,1445,457,60,6
nc1f5c2ff7165,0,0,0,0,0,0,0,637,379,54,17
n2370a0440ea8,0,0,0,0,0,0,0,432,275,62,4
nb27811a4b358,0,0,0,0,0,0,0,245,117,44,10
na7d232ccec19,0,0,0,0,0,0,0,1044,764,72,19
n5fc5895da192,0,0,0,0,0,0,0,972,1317,989,176
n50efd5c71fdf,0,0,0,0,0,0,0,401,137,29,5
n46c91aeff52d,0,0,0,0,0,0,0,418,156,25,7
nd385ea34a02e,0,0,0,0,0,0,0,174,36,16,1
n490e82bd5ad5,0,0,0,0,0,0,0,819,118,18,1
nc54f88debcde,0,0,0,0,0,0,0,183,62,16,1
nf3ca6edb643a,0,0,0,0,0,0,0,394,101,28,4
n247021d1e7de,0,0,0,0,0,0,0,147,48,11,2
n751f22c1c46d,0,0,0,0,0,0,28,288,82,48,2
n2897203969c1,0,0,0,0,0,0,88,1308,114,48,7
n6559d03d3b54,0,0,0,0,0,0,241,366,39,43,2
n31e80512500d,0,0,0,0,0,0,1795,920,351,201,54
n963edfef8c07,0,0,0,0,0,0,286,616,210,84,13
nb56841d4aeaf,0,0,0,0,0,0,506,1075,440,266,55
n6bb8fe0f4ed6,0,0,0,0,0,0,367,513,86,24,2
nbc1ec552ac2f,0,0,0,0,0,0,284,627,92,96,7
na39b548cdf66,0,0,0,0,0,0,301,225,98,39,8
n1ffbde3cf8b6,0,0,0,0,0,0,299,406,94,122,39
n917c1a771ff8,0,0,0,0,0,0,236,304,123,46,25
n67bcd9edc469,0,0,0,0,0,0,220,256,85,41,9
n6ac167e0c79e,0,0,0,0,0,0,156,205,71,37,15
n4ef6d4366e65,0,0,0,0,0,0,155,137,37,32,16
nba6dbf72fc78,0,0,0,0,0,0,154,79,38,20,0
n8cedcf36e6d8,0,0,0,0,0,0,168,139,40,8,1
nb6fc70762f8b,0,0,0,0,0,0,259,137,63,16,0
n352dbe76b00e,0,0,0,0,0,0,146,69,32,9,1
n0a2a0090f703,0,0,0,0,0,0,264,139,40,34,10
n6fd26a0ab301,0,0,0,0,0,0,215,92,38,50,2
n70643deaa83d,0,0,0,0,0,0,191,73,39,24,4
n90af83391966,0,0,0,0,0,0,706,181,27,34,7
na50b340920e5,0,0,0,0,0,0,317,40,20,8,1
nb727d58b3370,0,0,0,0,0,0,3566,449,335,238,56
nb30a03176cbb,0,0,0,0,0,0,295,171,47,15,5
n45dc45cca971,0,0,0,0,0,0,538,145,85,23,1
nb9e12cf1a0c6,0,0,0,0,0,0,396,104,54,14,4
nce6b28b57a0c,0,0,0,0,0,0,515,79,34,36,2
nc480156e775c,0,0,0,0,0,0,366,114,93,45,6
n5ae5865b8f47,0,0,0,0,0,0,1331,294,63,26,5
n95b909ee69bc,0,0,0,0,0,0,296,48,67,29,4
n7f1c150b45d6,0,0,0,0,0,0,150,35,31,16,4
n8ec31350484a,0,0,0,0,0,116,3089,480,331,232,55
n4363a9958121,0,0,0,0,0,1810,1960,236,67,33,3
n16282c67f2b0,0,0,0,0,0,101,98,18,26,6,2
nb99adca17a30,0,0,0,0,0,131,289,27,23,8,7
n08f1e8a7c62a,0,0,0,0,0,80,79,14,13,3,0
n1eac2ee482e3,0,0,0,0,0,267,760,39,37,12,0
n8d03aae390f1,0,0,0,0,0,505,703,109,85,58,13
nc4672d3f5b25,0,0,0,0,0,150,170,15,19,10,0
n70b5782e5d05,0,0,0,0,0,125,159,30,41,27,11
na550b03346d5,0,0,0,0,0,409,414,61,85,33,14
ne453e41c12ad,0,0,0,0,0,332,519,36,46,42,14
n3b8f2068f470,0,0,0,0,0,151,78,42,54,13,2
n0b6c9a4af119,0,0,0,0,0,596,514,139,171,239,67
n48428c64a7f6,0,0,0,0,0,439,216,57,37,6,1
n3f3977cb8d22,0,0,0,0,0,637,299,64,32,11,6
n4c411f2eaa5d,0,0,0,0,0,179,103,15,30,6,0
n3ae2b17e6adb,0,0,0,0,0,257,386,37,40,8,1
n078cff4a1332,0,0,0,0,0,1177,645,45,23,15,1
nad45fb42dc52,0,0,0,0,0,326,244,44,24,25,2
necf19d36c622,0,0,0,0,0,76,26,35,11,7,0
n89557cf3476b,0,0,0,0,0,417,69,30,21,8,4
ne4d3969c6fa4,0,0,0,0,0,100,25,14,23,7,1
n07974d0c1e08,0,0,0,0,0,647,367,66,76,48,7
n74ad937a9dc1,0,0,0,0,0,515,88,19,20,10,8
n3c59fec7b45d,0,0,0,0,0,558,265,26,84,14,12
n3d83ccce7e3e,0,0,0,0,0,157,77,15,21,26,6
n4e0dfb24c40b,0,0,0,0,0,668,164,61,45,26,6
n72675b366d7d,0,0,0,0,0,264,64,17,24,15,0
n8491abe1ce39,0,0,0,0,0,394,82,26,30,9,4
na302c043d750,0,0,0,0,0,460,96,33,44,33,9
na5d94f63cdf9,0,0,0,0,109,1017,115,39,37,20,7
n19ec0b7edb21,0,0,0,0,74,271,70,15,18,9,0
nb457c1f625ed,0,0,0,0,68,169,63,6,14,6,7
n6793410e5e03,0,0,0,0,163,278,86,25,22,5,5
n611885aadcad,0,0,0,0,236,497,125,19,30,6,1
n60e828d3a55b,0,0,0,0,578,592,93,29,23,16,3
n8b4685360eb8,0,0,0,0,498,1241,253,28,49,11,1
nea8a60b9b284,0,0,0,0,471,967,233,48,31,30,5
n42719a398585,0,0,0,0,178,338,53,14,11,6,4
n1489488224e5,0,0,0,0,399,662,59,12,14,15,3
nbeb4ab125d5e,0,0,0,0,266,349,65,27,32,13,3
n9d9a83cb3dfd,0,0,0,0,356,225,20,35,14,14,4
naa9f95caf671,0,0,0,0,137,49,11,16,19,15,11
n68f7c15cebc3,0,0,0,0,1670,728,148,101,123,51,9
naf1fb27e54fb,0,0,0,0,420,282,46,22,21,14,10
nda66ac1cf8d1,0,0,0,0,932,1536,31,11,18,8,0
n7b80d5f46f65,0,0,0,0,968,353,66,43,34,10,12
nb01a031c7fc6,0,0,0,0,1702,1728,104,66,43,32,8
n33813b406e1a,0,0,0,0,472,426,45,18,25,15,6
nb054be77f8bb,0,0,0,0,363,287,40,19,32,12,2
nf7e60730ac7b,0,0,0,0,381,266,168,166,80,7,0
n6fa7c511dc34,0,0,0,0,227,120,70,67,40,5,3
ndbce63cf191b,0,0,0,0,723,351,184,213,120,10,7
nf5c16bd025d3,0,0,0,0,668,441,445,370,162,31,3
n2421d4c00a10,0,0,0,0,237,46,42,26,17,3,15
n82a99a50d3b9,0,0,0,0,676,825,594,467,237,26,7
n1b375234f012,0,0,0,0,826,522,283,205,74,9,5
n47c279e5852e,0,0,0,0,405,284,150,161,46,9,6
n0711f1c0be36,0,0,0,0,573,143,125,71,62,21,7
n44e97dcef0c3,0,0,0,0,293,43,39,53,62,58,11
ncba311fd8318,0,0,0,0,265,102,88,89,69,30,29
n9a8806f0d090,0,0,0,16,280,152,77,101,64,51,10
n406455b03457,0,0,0,92,653,273,255,178,103,47,2
ned1140d1584f,0,0,0,805,917,359,414,418,346,194,63
n8b5fd86228d5,0,0,0,115,233,178,123,122,55,23,1
nf45d369fab7b,0,0,0,214,1256,281,76,101,97,20,11
nb5ea37b1b7d7,0,0,0,148,356,40,9,11,14,14,0
n68325ed28e88,0,0,0,178,248,65,18,31,28,23,3
nfd2e3619802b,0,0,0,113,116,19,11,8,16,27,6
na391668820d4,0,0,0,320,277,45,19,18,24,18,3
ndd361fecfc9b,0,0,0,1504,2577,205,30,22,17,12,4
n4bf567a661e9,0,0,0,357,432,29,5,6,15,4,2
n106fe0a6041f,0,0,0,420,540,83,70,42,37,22,2
nfe87df930043,0,0,0,1127,1066,63,26,45,22,20,2
n4719d935a04f,0,0,0,1095,1643,59,37,6,21,2,0
nb13763e9a90b,0,0,0,209,68,9,20,9,34,3,25
n3a9b1117d511,0,0,0,961,1112,13,14,7,13,9,1
ne282ee09e464,0,0,0,1073,947,57,36,31,34,3,2
n7b8221e33ca9,0,0,0,755,564,63,24,7,26,6,9
n9b27e8dd0302,0,0,0,378,107,30,14,8,6,5,2
n8da963a17cf2,0,0,0,378,237,30,17,22,25,9,5
n97dc0451d545,0,0,0,861,514,71,135,25,21,4,2
nb82c39f56d4b,0,0,0,376,206,23,9,15,25,14,6
n2075bed661a7,0,0,0,1053,700,35,23,9,17,1,0
nc3fb4d7168ee,0,0,0,1527,1056,13,7,17,14,8,0
n1a4e8f9fb5b3,0,0,0,1007,553,59,19,43,25,5,4
nd4302663a549,0,0,0,1332,583,54,36,16,36,6,0
n9c1d564864c1,0,0,0,2801,895,83,28,35,25,26,1
ne5abb7f667cf,0,0,0,1312,120,20,4,2,4,11,2
n26508f336d8e,0,0,57,766,242,31,14,5,13,6,0
n2de99ad1012b,0,0,86,546,118,1,9,7,16,11,4
nc495316898af,0,0,454,2601,413,24,54,22,12,25,1
nc9e9689ff8ac,0,0,433,687,239,30,46,15,25,15,9
n1a182925dc7d,0,0,75,49,15,5,7,6,12,11,0
nc5181c159585,0,0,1276,1601,724,189,191,85,60,24,21
n246438f1e0fb,0,0,128,109,65,14,22,15,5,5,6
n50cdea91254b,0,0,404,865,150,9,5,4,14,11,0
nfe7a1373d9ca,0,0,369,358,69,6,7,4,4,4,5
nc19c8348d8ba,0,0,1130,312,64,31,13,9,7,20,4
nda10363fcf93,0,0,1292,802,258,139,126,264,267,218,67
n01c3a09d36da,0,0,967,128,26,11,15,12,51,54,11
nfc07d82c086e,0,0,474,231,53,35,18,37,136,119,33
ncadee101d4f1,0,0,1481,1415,374,174,208,265,300,238,60
na78aca8ae13e,0,0,2108,1115,239,139,147,215,45,190,54
na2a3f7f5ff31,0,0,1058,242,31,22,29,25,25,14,1
n70e5e1c17268,0,0,435,211,43,36,45,52,50,24,4
n02741a15d820,0,0,2954,1894,273,179,286,306,395,271,71
nef39fdb3f9d0,0,0,1850,1382,147,143,141,253,315,190,45
n3746e5330ef1,0,0,1433,306,99,50,34,42,59,36,14
n2b38fdce7d1a,0,0,449,313,21,6,14,9,14,11,5
n47f76a097007,0,0,1042,235,44,31,19,26,22,10,3
n79e8f815e2aa,0,0,475,105,37,15,19,19,26,13,2
n851e0e5edf24,0,0,781,177,46,26,29,21,16,0,0
nf375e8f6045e,0,0,1763,416,143,99,114,222,256,187,55
nc28666c59523,0,0,773,156,69,19,12,12,10,9,1
n16c63123a251,0,0,453,643,115,105,126,212,264,165,46
n1be8eaa049ef,0,0,793,301,25,40,28,24,25,28,15
n0366023e567c,0,0,1113,348,149,65,43,43,80,38,9
n66b0abcb8871,0,0,2842,894,130,42,17,18,15,6,3
ne2a0436fe543,0,0,883,185,22,19,6,2,5,3,0
nd3a3855908b0,0,13,1680,173,32,55,25,6,5,4,5
n75e588f51780,0,71,705,182,22,26,16,18,31,31,4
n2eed7ec98208,0,118,846,118,18,22,30,68,32,54,5
nb87d690a3203,0,361,1248,239,148,93,26,24,33,37,6
n92099012cc8b,0,136,795,141,29,48,27,3,21,16,0
n8d3912be5ca5,0,124,658,113,26,11,11,4,5,4,1
n7f1c1b50526e,0,338,1558,419,220,141,163,266,330,240,67
n020912585b8b,0,295,830,134,33,3,9,16,57,22,6
ncc4fd96369e6,0,604,1966,119,40,24,26,35,16,46,16
n36a359ec4575,0,331,842,119,65,43,45,29,34,31,11
n70148c91452e,0,926,1768,116,49,72,17,29,14,18,4
na73fb23a366a,0,734,2772,40,12,16,12,9,15,6,5
n11dc147688d8,0,619,264,56,16,10,7,6,13,20,1
n8d4fe98e4da5,0,390,729,35,37,4,7,6,2,5,1
n98a2ac503805,0,577,871,18,26,9,11,5,12,26,0
ndeb694e5a2d0,0,2242,2093,84,62,55,29,21,21,21,1
n83dbd826c169,0,3191,2064,518,291,198,169,372,357,257,73
n2cd36d5527d0,0,1364,594,59,21,20,20,36,46,103,11
n07d47f9b1bb4,0,553,953,44,57,34,40,72,73,43,8
na6fba02e701b,0,384,204,14,25,14,11,9,11,9,0
n8fb1deaccb04,0,1038,294,28,15,11,13,12,10,14,5
n8d3d96a340df,0,392,369,11,15,2,4,4,4,4,0
n4312169e1561,0,549,320,15,9,3,8,10,1,6,1
nfbed37a12475,0,2966,2158,286,197,98,126,233,241,173,52
na43fe60f0bdf,0,1173,374,36,59,21,10,5,5,10,2
n0a394f61a831,0,4217,1797,419,283,191,188,250,324,210,73
na502c7949079,0,1728,815,168,141,109,121,283,299,219,75
nb23baa105066,0,2761,2746,132,34,27,41,15,19,15,4
n86fe0412d499,0,1021,307,48,44,13,28,13,11,7,3
n89aa72e8c1a9,0,1250,1010,176,173,92,47,42,23,17,1
n3b664f6f2ed0,0,5805,3373,384,266,211,96,86,254,24,4
na7e50ffe9c87,18,441,141,36,52,27,25,44,24,9,4
n492d7d982fc9,126,1721,636,96,32,23,19,20,18,12,11
n02a0933b1682,61,283,116,17,21,6,10,12,8,8,3
n09f8a9638f4c,335,1186,484,102,74,51,35,48,34,34,6
n80470ca9d650,253,1074,310,81,39,22,33,20,16,9,4
nfe351b5ce31e,161,402,173,137,76,40,79,49,46,19,13
nb6ed0e0bf29c,457,872,473,172,123,94,114,208,259,35,2
n4c47882df254,535,1120,589,65,66,33,47,68,40,30,6
n4039f5a4c107,236,585,85,30,18,7,7,39,14,10,7
neb5562f3816d,351,543,112,42,61,35,22,53,42,38,11
nfa2fc91a922c,726,1006,144,55,49,25,25,50,20,21,2
ncd25d7bebee6,398,691,133,51,58,20,22,21,21,19,8
n01bb58cad8af,743,943,404,129,106,91,126,214,239,110,4
n3d0673a1adf1,1261,1446,150,38,20,17,17,29,23,32,3
n9b7fa16f76dd,551,1327,59,47,38,39,16,25,33,17,3
n29b07d2ffaae,961,927,86,31,19,6,11,15,15,4,2
n0bdd7492bf2c,983,1117,66,67,25,31,26,15,23,17,1
n8a5a939b3315,629,807,347,125,114,94,20,13,17,7,0
nfa4fb065d86d,2567,2156,93,75,46,11,13,19,14,10,1
na75d5fdae736,1153,692,368,34,106,92,42,13,11,7,0
n0911323ecf90,473,153,105,102,67,13,17,28,21,22,4
nd364de02063d,1056,451,61,29,7,13,20,16,20,12,3
n58d3eab634f1,2160,1053,124,150,123,95,113,216,286,187,70
n840a57865bd2,347,99,46,26,19,14,14,13,14,10,3
nc1cd80a430dd,309,122,54,55,46,44,36,23,29,11,2
n80da6db7d660,394,410,125,58,29,13,11,18,6,11,9
n607bc93b9b4d,387,212,53,29,20,3,12,4,7,1,0
