note_key,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08,2026-09
n9c1d564864c1,0,0,0,224,105,8,2,7,10,5,2
ne5abb7f667cf,0,0,0,50,3,9,5,5,7,3,0
n26508f336d8e,0,0,6,42,18,5,4,5,2,7,0
n2de99ad1012b,0,0,4,34,2,0,0,0,0,1,0
nc495316898af,0,0,27,138,17,8,21,69,144,247,86
nc9e9689ff8ac,0,0,13,37,10,11,22,44,38,15,7
n1a182925dc7d,0,0,7,5,6,15,19,28,86,111,48
nc5181c159585,0,0,40,48,33,20,32,47,49,35,7
n246438f1e0fb,0,0,14,26,11,7,22,32,18,27,2
n50cdea91254b,0,0,38,75,40,15,24,37,34,35,10
nfe7a1373d9ca,0,0,16,21,8,7,9,16,16,6,2
nc19c8348d8ba,0,0,19,11,12,9,5,5,10,11,4
nda10363fcf93,0,0,8751,227,62,51,52,74,68,78,27
n01c3a09d36da,0,0,20,8,6,0,6,12,33,23,5
nfc07d82c086e,0,0,26,18,25,27,74,344,1225,1236,382
ncadee101d4f1,0,0,115,130,38,35,29,58,87,45,19
na78aca8ae13e,0,0,122,52,19,15,18,25,23,26,6
na2a3f7f5ff31,0,0,68,34,2,1,1,0,4,4,2
n70e5e1c17268,0,0,83,33,43,33,54,123,153,153,42
n02741a15d820,0,0,435,420,253,375,270,476,419,243,135
nef39fdb3f9d0,0,0,2516,160,40,40,69,124,175,155,46
n3746e5330ef1,0,0,73,35,26,22,16,36,36,31,4
n2b38fdce7d1a,0,0,30,25,50,37,43,88,123,126,46
n47f76a097007,0,0,66,25,14,6,9,11,22,6,2
n79e8f815e2aa,0,0,127,202,227,188,89,90,96,42,10
n851e0e5edf24,0,0,21,13,5,1,3,3,0,2,0
nf375e8f6045e,0,0,39,18,13,1,1,2,8,2,0
nc28666c59523,0,0,32,18,12,11,13,25,16,20,4
n16c63123a251,0,0,41,16,13,14,8,29,47,48,6
n1be8eaa049ef,0,0,41,18,3,1,6,4,55,9,7
n0366023e567c,0,0,51,25,14,20,12,25,14,8,5
n66b0abcb8871,0,0,205,49,23,11,4,14,11,13,4
ne2a0436fe543,0,0,100,36,23,26,38,70,66,33,14
nd3a3855908b0,0,1,33,1,2,3,0,0,2,10,1
n75e588f51780,0,1,16,5,2,2,7,13,14,3,3
n2eed7ec98208,0,9,55,28,49,158,313,575,657,587,142
nb87d690a3203,0,10,46,4,11,4,4,9,20,11,4
n92099012cc8b,0,6,32,6,5,4,1,4,3,8,1
n8d3912be5ca5,0,17,77,13,3,2,2,7,6,7,2
n7f1c1b50526e,0,30,116,25,10,14,20,39,50,33,10
n020912585b8b,0,13,22,11,13,17,45,71,128,113,45
ncc4fd96369e6,0,11,38,5,9,7,9,26,33,12,4
n36a359ec4575,0,22,59,31,59,67,65,118,143,205,65
n70148c91452e,0,36,69,11,17,9,9,22,23,14,0
na73fb23a366a,0,41,69,37,46,72,89,98,77,66,7
n11dc147688d8,0,30,16,7,7,3,9,13,16,18,5
n8d4fe98e4da5,0,2195,42,9,5,3,1,0,2,0,0
n98a2ac503805,0,22,39,6,6,8,10,21,14,18,2
ndeb694e5a2d0,0,56,75,8,12,11,8,22,22,13,2
n83dbd826c169,0,12780,262,58,44,57,54,87,80,93,13
n2cd36d5527d0,0,142,99,69,69,105,225,363,474,378,142
n07d47f9b1bb4,0,35,71,16,30,37,34,43,39,18,7
na6fba02e701b,0,47,28,15,71,60,96,129,116,99,29
n8fb1deaccb04,0,33,20,2,4,1,1,0,1,2,0
n8d3d96a340df,0,9,20,9,13,7,16,18,19,13,11
n4312169e1561,0,26,10,2,5,1,2,3,2,0,2
nfbed37a12475,0,117,66,9,12,7,7,18,22,13,6
na43fe60f0bdf,0,23,20,1,3,4,0,1,0,9,0
n0a394f61a831,0,269,92,36,39,26,41,58,63,60,18
na502c7949079,0,64,38,6,12,16,31,45,55,40,10
nb23baa105066,0,240,318,3,4,13,21,47,35,45,10
n86fe0412d499,0,270,107,84,70,78,49,48,46,63,26
n89aa72e8c1a9,0,89,52,8,13,4,3,5,19,16,2
n3b664f6f2ed0,0,165,121,20,19,123,130,173,121,54,5
na7e50ffe9c87,2,52,66,49,47,73,109,150,193,146,34
n492d7d982fc9,16,79,28,10,14,3,14,40,29,21,12
n02a0933b1682,5,32,23,8,15,4,8,14,22,18,9
n09f8a9638f4c,21,351,40,13,5,10,11,23,24,26,8
n80470ca9d650,7,58,5,2,4,3,3,9,8,12,5
nfe351b5ce31e,17,35,16,7,4,5,3,8,9,10,6
nb6ed0e0bf29c,17,46,21,15,32,15,17,37,60,21,7
n4c47882df254,27,52,41,21,16,22,13,27,35,32,12
n4039f5a4c107,11,83,104,60,123,105,94,190,240,173,57
neb5562f3816d,26,32,16,4,7,9,1,16,20,13,2
nfa2fc91a922c,30,91,44,30,39,61,63,100,81,112,22
ncd25d7bebee6,4,19,12,4,2,2,2,0,3,2,2
n01bb58cad8af,68,61,64,24,16,19,22,43,38,23,6
n3d0673a1adf1,60,145,42,32,53,30,19,71,27,15,7
n9b7fa16f76dd,22,39,12,5,11,13,15,45,28,27,6
n29b07d2ffaae,57,260,87,50,66,61,46,72,101,53,17
n0bdd7492bf2c,16,16,12,10,8,8,10,18,19,20,3
n8a5a939b3315,19,35,11,5,4,6,2,18,37,19,3
nfa4fb065d86d,60,60,10,15,12,7,12,21,21,12,2
na75d5fdae736,32,22,13,10,7,10,7,7,19,13,5
n0911323ecf90,13,17,16,8,9,14,16,15,5,4,0
nd364de02063d,28,54,18,30,5,0,8,12,16,15,1
n58d3eab634f1,69,79,17,14,12,9,24,27,40,25,10
n840a57865bd2,20,12,13,15,17,9,15,17,23,8,5
nc1cd80a430dd,14,21,15,6,10,10,7,14,13,13,1
n80da6db7d660,28,24,9,1,1,1,2,1,1,1,0
n607bc93b9b4d,7,3,7,3,1,0,0,2,2,0,1
